num_runs,batch_size,lr,sequence_length,num_epochs,dataset_size,val_size,include_mixed,probs,scheduler_name,warmup_frac,min_lr_ratio,main_val_loss_mean,main_val_loss_std,main_val_acc_mean,main_val_acc_std,main_val_auc_mean,main_val_auc_std,main_val_pred_irregular_rate_mean,main_val_pred_irregular_rate_std,small_val_loss_mean,small_val_loss_std,small_val_acc_mean,small_val_acc_std,small_val_auc_mean,small_val_auc_std,small_val_pred_irregular_rate_mean,small_val_pred_irregular_rate_std,best_epoch_mean,best_epoch_std,best_run_id,best_checkpoint_path,best_main_val_auc,best_main_val_loss
5,256,0.003,1000,30,51200,2000,True,"(0.6, 0.1, 0.3)",warmup_cosine,0.05,0.1,0.13787270927807913,0.03956251880079534,0.9549,0.012162442188968482,0.9823357207189162,0.005040238085588815,0.18680000000000002,0.014784282194276462,0.06841020324814598,0.025851944693479335,0.9703999999999999,0.010430723848324247,0.9992875233085637,0.0013966398466537845,0.14440000000000003,0.010430723848324233,19.2,4.43846820423443,winner_sched_moredata_confirm_seed101,finetune_final_confirm/models/winner_sched_moredata_confirm_seed101.pth,0.9877099348773442,0.10812730281705808
